rhino_id,inst_id,species,sex,age,birth_type,housing,train,train_period,train_week,train_time,trainers_beh,beh_number_daily,managed_w_others,social_incomp,PC1,PC2,PC3,PC4,active,calm,investigative,sleep,stereotypies,assertive,chemosensory,con_af,con_ag,con_ff,food_ag,no_obj,pre_obj,social,vocal,fam_af,fam_ag,fam_ff,responsive,stranger_af,stranger_ag,stranger_ff
24428346,Inst-49,Black,Male,14,Captive,Individual,Yes,<6 mo,2,15-Jan,2-Jan,10-May,No,,1.384199168,0.369380478,-0.227700268,-0.14108497,7,4.5,5,5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,1,0,9.75,9,1.25,0.25
14662579,Inst-52,White,Female,9,Captive,Social,Yes,1-3 yrs,1.5,15-Jan,2-Jan,<5,Yes,No,1.858481737,1.144282604,0.4083609,0.137157846,6.5,6.75,9,4,0.75,5.75,5,8.5,3,2.5,4.75,3.5,4.5,9,5.5,9.9,0,0.5,8.5,9.85,0,0
14662591,Inst-54,White,Female,9,Captive,Social,Yes,6-12 mo,3,15-Jan,2-Jan,10-May,Yes,No,-1.006622219,1.220420729,-1.93782112,0.084693166,7,3,5,4.2,0,5,4.7,8,2,3,5,0,0,9,5,9.7,0,0,9,5,2,3.5
14662651,Inst-1,White,Male,36,Captive,Individual,Yes,,2,15-Jan,4-Mar,<5,No,,-0.16554107,-0.388389727,-1.236522495,1.692717853,6.9,3.1,5,7.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,9,8.2,0.5,1.5
19947173,Inst-26,White,Male,55,Wild,Individual,Yes,6-12 mo,1,15-Jan,2-Jan,<5,No,Yes,1.761011092,-4.263486694,-0.328489953,0.806529843,3,9,1.5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,9,9.5,0,0
14662492,Inst-55,White,Male,31,Wild,Individual,No,,NA,,,,No,No,1.582850312,0.497793952,0.944894778,-0.509429974,7.1,8.85,7.75,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.55,0,9,8.75,0.25,0.1
24429882,Inst-56,White,Male,11,Captive,Individual,Yes,3-5 yrs,6,15-Jan,2-Jan,<5,No,,2.326004999,-0.003584372,-0.452782088,0.2760268,5.1,5.1,6.6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,0,0
21286957,Inst-10,White,Female,7,Wild,Social,No,,2,,,,Yes,No,1.635028257,2.077116813,-0.047667494,-0.305331673,7.5,6,9,3,0.5,1,1,8,1,6,1,0.5,1.5,8,5,10,0,0.5,8,10,0,0.5
19990838,Inst-26,White,Male,10,Captive,Social,Yes,>5 yrs,7,15-Jan,2-Jan,<5,Yes,No,-0.750786555,1.69906064,0.290739339,0.113635269,8,6,8,4,1,3.5,7,8,6.5,3,3,4,4,6.5,4,8,1,1,8,9,1,2
20563574,Inst-3,White,Male,10,Captive,Social,Yes,>5 yrs,3,16-30,2-Jan,10-May,Yes,No,-0.245726384,0.902983887,0.842505379,-0.255322514,7.5,5,6,5,0.2,5.1,8.2,8,2,0.5,6.3,2,3,8.5,5,9.1,2.1,0.1,9.1,9,2.2,0.5
20285051,Inst-19,Black,Female,32,Wild,Individual,Yes,>5 yrs,3,15-Jan,2-Jan,10-May,No,,-0.552762909,-0.597757677,0.483170885,-0.83798845,5.5,6,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,1.25,0,6.25,5,1.5,1.75
19030319,Inst-40,Black,Female,15,Captive,Individual,Yes,>5 yrs,5,16-30,2-Jan,10-May,No,,1.643276962,-0.969308366,0.79368926,-1.069453681,5,7.5,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.2,0.1,8.9,8.1,0.1,0.2
20285048,Inst-19,Black,Male,22,Captive,Social,Yes,6-12 mo,4.5,15-Jan,2-Jan,10-May,Yes,Yes,0.777160783,1.964937252,-0.846700074,0.050013974,8.75,7,7.5,4,1.25,6.25,8.5,8,2.25,3,4.5,0,NA,6.75,3.25,8.5,2.5,0.25,8.5,8,2.25,0.25
19990832,Inst-18,White,Male,27,Captive,Social,Yes,>5 yrs,2,15-Jan,6-May,10-May,Yes,No,0.948703526,0.787801026,0.583979013,-0.119343337,7,8,8.1,4.5,0.7,2,9,8,0.5,4,0.2,2,2,8.8,7,9,0.5,0.5,8.5,8.5,0.15,0.6
19548899,Inst-45,White,Female,19,Wild,Social,Yes,>5 yrs,3.5,16-30,2-Jan,<5,Yes,No,0.86763956,-2.153559245,0.742422441,0.75652594,2.6,7.45,7.2,7.1,0.85,6.35,3.25,5,7.5,5.4,8.05,0.7,0.65,5.4,4.1,9.4,0.7,0.25,8.15,8.85,0.85,1.15
19990847,Inst-26,White,Female,21,Captive,Social,Yes,>5 yrs,7,15-Jan,2-Jan,<5,Yes,No,-5.224574474,0.666065473,-2.391041317,2.004984804,7,4.5,6,5,2,8,6,5,3,5,3,4,3,7.5,3,7,1,3,7,3,1,7
19990844,Inst-26,White,Female,3,Captive,Social,Yes,3-5 yrs,7,15-Jan,2-Jan,<5,Yes,No,-1.628747062,2.490671795,0.385520325,2.438128345,9.25,8.5,8,3.5,4.5,5.75,6,8.5,2.75,2.25,2,2.5,2.5,7.75,2.5,9,0.5,0.5,8.5,6,0.5,5
19030316,Inst-55,White,Female,11,Wild,Social,No,,NA,,,,Yes,No,-6.124780815,0.480231394,-0.032493965,-1.729305961,6,5,5.5,3.3,0.5,5.7,2,5.8,5.2,1,7.5,1.1,1.5,5,4,4.8,3.2,1,6,1.5,3.05,5.05
22187234,Inst-1,White,Female,28,Wild,Social,Yes,,5,15-Jan,4-Mar,10-May,Yes,Yes,1.231254058,-1.521923755,0.251263949,1.139786808,5,7,7,8,0.5,7,2,8.6,5,1.3,3,2,2,9.5,9,10,0.5,0.5,9.1,8,0.5,0.5
15458923,Inst-42,White,Male,20,Captive,Individual,Yes,>5 yrs,2,15-Jan,2-Jan,<5,No,,0.590336927,1.934539567,-1.341097486,-0.388990553,7.5,3.8,8.6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,7.5,8,0,3
14662570,Inst-52,White,Female,12,Captive,Social,Yes,1-3 yrs,1.5,15-Jan,2-Jan,<5,Yes,No,0.875857283,0.128612612,-0.075580021,0.738469144,5.5,7.5,7,4.5,1.2,1.5,4,8,1,3.5,1.5,3.5,4.25,8,6.5,10,0.5,1,8,10,0,1.5
21385660,Inst-15,Black,Male,22,Captive,Individual,Yes,,3,15-Jan,6-May,10-May,No,Yes,1.718990565,3.419474368,0.265217457,-0.256985413,9,5,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,0.5,9.5,9,0,0.5
21260167,Inst-7,White,Male,20,Captive,Social,Yes,6-12 mo,1,16-30,4-Mar,10-May,Yes,No,0.04998954,0.493780148,0.474326763,0.468389364,6.9,5.2,7,5.1,2,3.6,8,8,1.9,4,3,0.75,0.45,9,7,9,1,0.1,8.1,8,0.65,0.6
23217421,Inst-58,White,Female,19,Wild,Social,Yes,>5 yrs,2,15-Jan,2-Jan,10-May,Yes,No,0.650042542,-0.234755882,-1.446556082,-0.947431104,6.4,4.3,4.4,5,0,2,1.95,7.95,1.25,4.2,1.6,1.1,1.4,8.95,3.1,8.75,0,0,8.05,7.6,0,0.5
23877385,Inst-23,White,Female,28,Captive,Social,Yes,>5 yrs,1,15-Jan,2-Jan,10-May,Yes,No,0.892683626,0.473697532,-1.497411263,0.31341799,7.05,3.5,5.45,5.5,0.3,5.35,6.9,6.9,2.05,0.7,2.55,0.05,0.05,8.6,3.15,9.6,0.15,0.15,8.95,8.7,0.05,1.5
14662600,Inst-62,White,Male,46,Captive,Social,Yes,>5 yrs,1,15-Jan,2-Jan,10-May,Yes,No,1.78951251,-1.523992849,-0.618341395,-0.142005053,4,6,5,6,0,3.5,7,5,2,1.25,2.5,0.55,0.05,7,2,9.5,0,0,9,9,0,0
14662624,Inst-22,White,Female,43,Captive,Social,Yes,3-5 yrs,2,31-45,4-Mar,15-Oct,Yes,No,-1.21215039,0.095613567,-0.463556348,2.155807977,7.7,3,6.6,7.5,2.7,7,0.7,8,1.5,1.5,1,1,1,8.6,5.5,8.5,0.5,0.5,9,5.9,1,2
24422010,Inst-61,White,Male,7,Captive,Individual,Yes,3-5 yrs,3,15-Jan,2-Jan,10-May,No,,1.128210413,-0.696145478,0.057088527,-0.108714962,4,5.5,8,5.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,0.2,0.2,9,7.7,0.2,0.2
21850740,Inst-37,White,Male,17,Captive,Social,Yes,>5 yrs,1.5,15-Jan,2-Jan,<5,Yes,Yes,-0.222866767,0.564792641,-0.408548173,-1.598812498,7.5,7.25,6,3.75,1,0.5,7,6,4.5,5,0,3,7,5.5,2.5,10,0,0.2,4.5,6.75,1,1
24428313,Inst-44,White,Male,18,Captive,Individual,No,,7,,,,No,,2.102623349,1.348707557,0.044359244,0.716664014,6.5,4,9,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.5,10,0,0
14662489,Inst-4,White,Female,31,Wild,Social,Yes,6-12 mo,5,16-30,2-Jan,<5,Yes,No,1.778498889,-0.163023632,0.43872703,-1.708567069,7,9.5,7,5,0.3,5,6,5,1,2,0.1,0.1,0.1,6,3.5,10,0,0,5,10,0,0
24429951,Inst-56,White,Female,7,Wild,Social,Yes,1-3 yrs,6,15-Jan,2-Jan,<5,Yes,No,2.665064256,0.730658872,0.38753647,0.525556548,5.1,5.2,10,5,0,4.5,2,10,2.6,0,5,5,5,10,7.1,10,0,0,10,10,0,0
14662309,Inst-21,Black,Female,25,Captive,Individual,Yes,>5 yrs,1.5,16-30,2-Jan,10-May,No,,1.641397256,0.307490293,0.27444787,1.33654794,7.5,5,6.75,4.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,0.25,0.05,9,8.75,0.25,1.5
14662342,Inst-24,Black,Female,18,Captive,Individual,Yes,3-5 yrs,1,15-Jan,2-Jan,<5,No,,1.485236316,-1.434248724,1.08869627,-1.295433433,5,7,7,6.8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.1,0.5,7.7,9,0,0.2
21385657,Inst-15,Black,Female,29,Wild,Individual,Yes,,5,15-Jan,6-May,>15,No,No,0.127653735,-0.46566144,0.02907169,-0.224386926,7,3,4,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0.5,9,9,1.5,0.5
24215274,Inst-51,Black,Male,3,Captive,Individual,Yes,1-3 yrs,3,16-30,2-Jan,10-May,No,,1.655586652,0.737185319,-0.210678626,0.496239145,7,8,8.5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,1,0,8,8,1,1
19030349,Inst-29,White,Male,6,Captive,Social,Yes,1-3 yrs,3,16-30,2-Jan,10-May,Yes,No,1.730565294,0.519031846,-0.502148123,-0.112157569,7.5,7.15,5.5,5,0,7,4.35,5.5,2.45,1.5,5,2.55,2.55,4.2,4.2,9.55,0,0,10,8.5,0,0.5
14662504,Inst-18,White,Female,26,Wild,Social,Yes,>5 yrs,3,15-Jan,2-Jan,10-May,Yes,No,-1.868056593,-2.270207176,0.746431117,-1.209628792,4.5,7,5.5,7.15,0.55,6.7,1,8.05,4.25,1.25,5.25,1.5,0.8,4,2.05,6.6,1.85,0.2,6.5,4.75,1.3,0.95
19030334,Inst-17,White,Male,22,Captive,Social,Yes,1-3 yrs,3,15-Jan,2-Jan,>15,Yes,No,-3.210613171,1.499719828,-0.132429607,0.701725494,6,2.5,7.75,4,0.5,5.25,2,6.75,3,2.5,4.25,1,1,9.75,3.5,8.5,2.25,1.35,8.25,6,3.25,3.75
19940438,Inst-26,White,Female,14,Captive,Social,Yes,>5 yrs,7,15-Jan,4-Mar,<5,Yes,No,-0.155237759,1.124523314,0.512406579,1.313121266,8,7,8.5,6,1,8,5.5,6,1,4,3,5,1,8,3,9,1,1,9,9,1,2.5
19030346,Inst-29,White,Male,6,Captive,Social,Yes,1-3 yrs,3,15-Jan,2-Jan,<5,Yes,No,2.087193293,0.782027467,0.077815462,-0.166416186,7.3,7.45,6.95,4.75,0,4.9,5,6.55,2.25,0.35,4.5,1.6,2.55,6.7,4.55,9.5,0,0,10,8.95,0,0
21286963,Inst-10,Black,Female,33,Captive,Individual,No,,3,,,,No,,0.533236563,-1.253023884,0.867391313,-2.34237796,4,6,8,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,1,7,8.5,0.5,1
21639474,Inst-33,White,Female,2,Captive,Social,Yes,1-3 yrs,1,16-30,4-Mar,10-May,Yes,No,0.933230644,1.29901604,-1.031414721,0.228719377,8,4,6.5,5,0.1,1.5,5,5,1.5,3,1.7,2.5,2,6.5,5,10,0.5,0.3,9,8.8,0.3,1.3
23216989,Inst-36,Black,Female,10,Captive,Social,Yes,1-3 yrs,2.5,15-Jan,2-Jan,<5,Yes,No,-2.912396149,-0.128974924,-0.465197711,2.570687587,6.5,2.55,2.5,3.25,0.5,6,7,6.5,2.05,1,0.5,0,0,5.5,1.5,8.55,0.5,0.5,8,2,4.75,6.25
14662288,Inst-21,Black,Male,26,Captive,Individual,Yes,>5 yrs,1.5,15-Jan,2-Jan,10-May,No,,2.522507362,1.799093327,0.269041051,0.658625977,7.75,8.25,8,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,0.5,0,8.55,9.25,0.05,0.05
14662528,Inst-57,White,Male,19,Captive,Social,Yes,3-5 yrs,1,15-Jan,4-Mar,10-May,Yes,No,-0.557858676,0.658673991,-3.894354264,0.290203998,7,1,3,5,0,0,9,8,0,3,0,0,0,8,3,10,0,0,8,7,0,5
24424725,Inst-31,White,Female,7,Wild,Social,Yes,1-3 yrs,5,15-Jan,2-Jan,<5,Yes,No,-0.259261502,-0.564140136,-1.464088364,0.340994782,6.1,6.2,6.5,7,0.1,1,1.8,7.9,2.1,0.1,0.1,0.1,0.1,7.5,0.1,9.1,0.1,0,8,5,0.1,4.1
14662582,Inst-52,White,Female,9,Captive,Social,Yes,1-3 yrs,1.5,15-Jan,2-Jan,<5,Yes,No,-1.000577793,-1.379948846,-0.860114179,-1.283404125,5,6,4.5,5,1.5,2.5,4,4.5,5.25,5.25,5,2,2.5,3.75,3.75,8.5,0.75,0.5,4,7.5,0,1.5
19030325,Inst-6,Black,Female,3,Captive,Social,Yes,1-3 yrs,3,15-Jan,2-Jan,10-May,Yes,Yes,-0.305919065,-0.604698939,2.327444331,-0.143194007,5.1,2.5,2.5,5.1,1,3.1,1,7.6,3,1.1,5.7,0.5,2.9,8.8,4,7,0,0,8.1,8,0,0
17335112,Inst-43,White,Female,10.5,Captive,Social,Yes,1-3 yrs,1.5,15-Jan,2-Jan,10-May,Yes,No,-3.730400979,-0.462265178,-2.240483102,-2.159477672,5.75,4.25,2.25,3.15,0.1,5.95,0.5,5.65,3,3.55,1.25,0.1,0.55,7.4,5.55,6.15,1,1,5.9,2.95,1.1,3.05
24422649,Inst-25,Black,Female,17,Captive,Social,Yes,1-3 yrs,1,15-Jan,2-Jan,<5,Yes,No,-1.886182353,-1.673770263,-1.377752145,2.036095578,5,3,7,5,1,3.7,7.5,8.15,1.8,1,2.4,2,2.2,7,2.2,9.6,1,1,9,1.85,2,8.5
14662576,Inst-52,White,Female,11,Captive,Social,Yes,1-3 yrs,1.5,15-Jan,2-Jan,<5,Yes,No,1.979581972,1.095539734,0.431097339,0.46621288,5.5,5,9.5,4,1,8.5,3.5,9.5,4.5,1.5,5,6,4.5,7,7,9.5,0,0,9.5,9.5,0,0
24428340,Inst-46,Black,Female,18,Captive,Social,Yes,>5 yrs,7,15-Jan,>6,10-May,Yes,No,-0.799164366,-0.789512573,1.705980528,0.206256954,5,2,3.5,5,1.8,2,3.5,7.5,1.5,1.05,0.1,0.2,0.1,7.4,1.6,8.5,0.2,0.5,7.3,7.5,0.5,2.3
23215720,Inst-58,White,Female,2,Captive,Social,Yes,1-3 yrs,2,15-Jan,2-Jan,<5,Yes,No,2.357454809,0.19694327,0.212733648,0.17897165,7.3,7,7.9,6.6,0,0.5,1.5,8.25,0.5,2.2,0.65,0,0,7,6.7,10,0,0,9,9.6,0,0
24421821,Inst-20,White,Female,17,Captive,Social,Yes,6-12 mo,1,15-Jan,6-May,10-May,Yes,No,-1.153446262,1.352852451,1.459658381,-0.844291995,8,6,7.5,4.5,0.25,7,3.5,7,3.25,0,1,0.5,0,4.5,5,8.25,2.25,0,8.75,6,2.5,0.55
19990811,Inst-18,White,Female,23,Captive,Social,Yes,3-5 yrs,3,15-Jan,2-Jan,>15,Yes,No,-3.949892608,-1.402382722,-1.307789983,-0.03173245,5,5.25,3,5.4,1.5,6.85,1.8,6.55,2.65,1,3.85,0.65,0.75,5.35,5.1,6,1.65,1.3,7.05,4,1,4
24403824,Inst-5,Black,Female,5.5,Captive,Individual,No,,2,,,,No,,-3.561158279,-2.804623589,-0.686072649,-0.291508939,3.5,1.5,1.75,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,2.75,1.75,7.75,4.75,4.75,4
24403797,Inst-19,White,Male,9,Captive,Social,Yes,1-3 yrs,3,15-Jan,4-Mar,<5,Yes,No,1.127762456,0.156340051,0.541576451,-0.299105847,6.35,8.25,7.25,5,0.25,3.75,6.5,6.25,1.5,3,3,0,NA,6.5,4,9.5,0.75,0.4,8.25,9,0.4,0.6
19990835,Inst-18,White,Female,7,Captive,Social,Yes,>5 yrs,3,15-Jan,6-May,10-May,Yes,Yes,-3.296485341,0.461591038,-3.145936393,1.673277613,7.75,2,2.5,4.85,1.45,3.1,2,6.85,2.3,4.3,3.15,1,1.1,7.95,4.05,8.85,0.6,2.85,7.95,5.85,1.05,3.4
24428154,Inst-41,Black,Male,19,Captive,Social,Yes,1-3 yrs,2,15-Jan,2-Jan,10-May,Yes,No,-2.92509369,1.101108825,3.121094872,0.818885972,7.4,2.9,2,4,2,1.5,8.5,8.5,0.6,3.1,1.9,0,0,9,2.7,6.9,0.3,1,5.5,4.5,0.3,4.8
19940654,Inst-26,White,Female,26,Captive,Social,Yes,>5 yrs,7,15-Jan,2-Jan,<5,Yes,No,-2.165866533,1.023143773,-1.105676454,1.667410109,8,7,7,6,1,7,4,8,1,2,5,1,1,7.5,6,9,1,1,9,4,1,6
14662147,Inst-6,Black,Male,12,Captive,Individual,Yes,>5 yrs,2,15-Jan,2-Jan,10-May,No,,2.814412811,-1.138493687,-0.267595035,0.349421982,5,8.2,8,5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95,0.1,0,9.5,9,0,1
24403896,Inst-7,White,Female,21,Captive,Social,Yes,6-12 mo,3,15-Jan,2-Jan,<5,Yes,No,0.428728063,-0.679199999,0.573556952,0.987636125,5.4,7,6.9,6,2,6,4,8,3.7,0.9,6,0.35,0.75,9,4,9,0.35,0.4,8.5,8,0.55,0.65
21385654,Inst-15,Black,Female,19,Captive,Individual,Yes,,3,15-Jan,6-May,>15,No,Yes,2.038263366,-0.685681744,0.077433239,0.240036105,7,5,6.5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0,9.5,9,0.5,0.5
23217481,Inst-58,White,Female,19,Wild,Social,Yes,>5 yrs,2,15-Jan,2-Jan,10-May,Yes,No,0.289287441,-0.053811621,-0.913935462,-1.384429218,6.5,4,6,5,0.05,8.1,1.7,8,5.25,1.5,8.1,0,0,7.8,5.25,7.55,0,0.05,7.5,7.2,0,0
23215384,Inst-36,Black,Male,9,Captive,Social,Yes,6-12 mo,3,15-Jan,2-Jan,10-May,Yes,No,1.953901046,0.277694771,-0.329013669,2.507019986,6.5,8,7.5,2.5,0,2.75,8.5,8.5,0.25,1.25,0.25,0,0,9,1.05,9.5,0,0,9.25,8,1,3
23877388,Inst-23,White,Female,6,Captive,Social,Yes,1-3 yrs,1.5,15-Jan,2-Jan,<5,Yes,No,1.527411865,2.337783329,0.576719038,-1.028784348,8.5,8.6,8.65,2.6,0.05,7.15,4.5,7.35,1.45,0.25,3.85,0.65,0.15,6.35,4.85,8.95,0.05,0.05,9.2,8.15,0.15,0.4
14662510,Inst-10,White,Female,28,Wild,Social,No,,2,,,,Yes,No,1.164098229,0.995407655,0.837754075,-1.408045801,7,9,6.5,3,0,6,1.5,8,4,0.5,3,1,2.5,9,4,9,0.75,0,8.5,9,0.75,0
18673175,Inst-33,White,Female,25,Wild,Social,Yes,>5 yrs,1,31-45,4-Mar,10-May,Yes,No,0.741402359,0.93271275,-0.591217788,0.834254698,7,5,7,5,0.2,4.5,5,8.5,5,2,3.6,2,2,8,4.4,9.5,0.3,1,9.9,9,0.6,1
24424419,Inst-30,White,Male,12,Captive,Social,Yes,3-5 yrs,1,15-Jan,2-Jan,<5,Yes,No,-0.584309028,-1.231267985,-0.591872441,-0.670282919,5,4,5.3,6.5,0,3.4,7,7.1,2,3.5,0.5,0.1,0,7.5,5,8,1,0.2,7.5,7,1,1
19299483,Inst-32,White,Male,3,Captive,Individual,Yes,<6 mo,3,15-Jan,2-Jan,<5,No,,1.301594485,1.025979795,-0.762397172,0.708166984,7,6.4,8,5.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,9.5,8,0,3
19990814,Inst-21,Black,Male,26,Captive,Individual,Yes,>5 yrs,1.5,15-Jan,2-Jan,10-May,No,,2.035287266,1.084800084,0.321360283,2.000528953,8,5,8.05,3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0,0.05,8.5,8.75,0,0.5
19939259,Inst-26,White,Female,11,Captive,Social,Yes,>5 yrs,7,15-Jan,2-Jan,<5,Yes,No,-0.637508791,0.370022736,0.95471407,-0.124748304,8,8,8,6,1,7,4,6,1,2,2,1,1,4,1,8,1,1,7,8,1,1
17283611,Inst-4,White,Female,30,Captive,Social,Yes,1-3 yrs,5,31-45,2-Jan,<5,Yes,No,-0.303765751,-0.0711603,1.965169918,-0.940802768,5,7.5,8.5,5,0,8,7,9,8.5,0.5,8.5,8,8,8,8,9,2,0,7.5,7.5,2.5,0.5
19030340,Inst-8,Black,Female,11,Captive,Individual,Yes,1-3 yrs,3,15-Jan,2-Jan,<5,No,,-0.631705867,0.857181013,0.147109478,0.573449155,5.5,3.5,7.5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,1.5,1,7.5,7.5,1.5,2
22187246,Inst-1,White,Female,27,Wild,Social,Yes,,3,15-Jan,4-Mar,10-May,Yes,Yes,-1.246974079,-0.302397872,0.650904063,-1.259828261,6,7.5,7.6,5,1,8,2,7.9,6,0.5,8,1.5,1.5,8,5,8,1.2,0.5,5,6.5,1,1.5
21850731,Inst-37,White,Male,17,Captive,Social,Yes,>5 yrs,1.5,16-30,2-Jan,<5,Yes,Yes,-3.329267392,0.976083541,-1.968935832,-1.714790152,8,6,5,3,0,8,9,5.5,3.85,2,1,2,7,5.5,3,7.6,0,1.75,5.25,2.5,1.5,3
19298571,Inst-28,White,Male,7,Captive,Individual,No,,1,,,,No,,0.345428634,-0.937658944,-1.259484856,0.002748478,5,3,2.75,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,1.25,0,9,7.75,0,0
21639468,Inst-33,White,Female,34,Wild,Social,Yes,>5 yrs,1,31-45,6-May,10-May,Yes,No,-1.073211298,0.564278768,0.992994898,-0.789978474,7,7,7.5,5,0.1,9.7,7,3.4,5,0.5,8.5,4,5,2.5,2.5,6.9,0.5,0.3,8.8,6.1,2.5,1
19990841,Inst-26,White,Female,42,Captive,Social,Yes,>5 yrs,7,15-Jan,2-Jan,<5,Yes,No,0.309793,-1.901023548,0.915677389,1.333981854,5,9,6,8,1,2.5,1,2.5,2,2,1,2,2,3,1.5,9,1,1,9,9,1,1
14662156,Inst-55,Black,Female,12,Wild,Social,No,,NA,,,,Yes,No,-1.582730759,-1.024794282,0.543637072,0.638027664,5,3.55,4.75,5,0.5,7.1,6.7,5.4,6.5,0.25,7.1,5.85,2.5,6.75,5.4,8,1.3,1,8.05,6,1.5,4.4
19990808,Inst-18,White,Female,12,Captive,Social,Yes,>5 yrs,3,15-Jan,2-Jan,10-May,Yes,No,-6.444470705,-0.131485562,2.903959061,-0.63073982,6.7,3,4,4.9,2.5,8,1,6,6.6,1,7.2,1,1,7,5.1,3.6,6.4,0.9,7.8,6,4,1.15
14662540,Inst-10,White,Female,18,Captive,Social,No,,2,,,,Yes,No,0.020515942,0.084261037,-0.650369578,-1.251671961,7,5,5,5,0,7,1,6,6.5,2,8,5,5,6,9.5,9,1.5,0,7,8,0.25,1
21190285,Inst-9,Black,Female,4,Captive,Individual,Yes,6-12 mo,3,15-Jan,2-Jan,<5,No,,-2.136315103,-0.694462529,-2.4436242,1.678482227,6.1,2,8,5,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,1,0.5,9,2.9,5,8.5
23728998,Inst-1,White,Male,28,Wild,Social,Yes,,2,15-Jan,4-Mar,<5,Yes,Yes,-3.439587998,-0.010868954,1.179461817,0.271535686,7,6.9,7,5,2.9,7.5,8.2,7.5,6.7,4.9,5,3,2,5.1,4.2,8.1,2.9,1,6.75,1.2,1.2,1.2
14662471,Inst-30,White,Female,27,Captive,Social,Yes,3-5 yrs,1.25,15-Jan,2-Jan,<5,Yes,No,-0.729415832,-2.231936068,-1.10801382,0.182727386,4,4.5,4.5,7,1,6.5,2,4.5,2.2,1.5,1.5,0.3,0,6,2.15,8.15,0.35,1,6.75,7.5,0.35,1.05
14662501,Inst-22,White,Female,27,Wild,Social,Yes,3-5 yrs,3,16-30,4-Mar,10-May,Yes,No,1.541063243,-2.465588288,1.076946334,0.727024685,2.4,8.4,8.5,8,0,7.5,1,8.8,2.5,0,3,1,1,8.5,6,9,0.5,0.5,8.9,9,0.5,0.5
