rhino_id,species,inst_id,age,sex,housing,birth_type,temperature,precipitation,cloud_cover,size,access,calf_present,previous_presence,diversity,richness,gatewait_NO,stimulated_NO,unstimulated_NO,active_NO,inactive_NO,pace_NO,latency_sec,other_NO,notvisible_NO,retreat_NO,snort_NO,snarl_NO,pant_NO,whine_NO,attack_NO,charge_NO,void_NO,marking_NO,olfact_other_NO,olfact_obj_NO,advance_direct_NO,head_fling_NO,contact_inx_NO,near_NO,distant_NO,SessionDuration_sec,SessionDuration_allsec,SessionDurationMin,prop.gatewait,prop.stimulated,prop.unstimulated,prop.active,prop.inactive,prop.latency,prop.pace,prop.other,distance_int,prop.near,freq.retreat,freq.snort,freq.snarl,freq.whine,freq.pant,freq.attack,freq.charge,freq.void,freq.marking,freq.olfact_obj,freq.olfact_other,freq.advance_direct,freq.head_fling,freq.contact_inx,freq.other,censoring,log_duration,log_durationsec,log_distance
19990808,White,Inst-18,12,Female,Social,Captive,22.22222222,None,Sunny,M,Outdoor,Yes,yes,1.452568044,6,0,0,1192,511,665,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,2,18,1192,1192,19.86666667,0,0,1,0.428691275,0.557885906,0.000838926,0,0,20,0.1,0,0,0,0,0,0,0,0.05033557,0,0.151006711,0.151006711,0,0,0.05033557,0,1,2.989043285,7.083387848,2.995732274
14662540,White,Inst-10,18,Female,Social,Captive,21.11111111,Light rain,Overcast,S,Outdoor,No,yes,1.374804032,7,0,0,1195,327,868,0,9,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,6,14,1195,1195,19.91666667,0,0,1,0.273640167,0.726359833,0.007531381,0,0,20,0.3,0,0,0,0,0.050209205,0,0,0,0,0.10041841,0.050209205,0.050209205,0,0,0,1,2.991556902,7.085901464,2.995732274
21190285,Black,Inst-9,4,Female,Individual,Captive,-1.111111111,Light snow,Overcast,M,Indoor,No,yes,1.699729573,7,0,206,981,178,1009,0,3,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,16,18,2,1187,1187,19.78333333,0,0.173546757,0.826453243,0.149957877,0.850042123,0.00252738,0,0,20,0.9,0.101095198,0,0,0,0,0,0,0,0,0.909856782,0,0,0,0.808761584,0,1,2.984839832,7.079184395,2.995732274
19298676,Black,Inst-2,18,Male,Individual,Captive,31.11111111,None,Sunny,L,Outdoor,No,yes,1.323037884,5,0,0,1185,179,1006,0,62,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,15,1185,1185,19.75,0,0,1,0.151054852,0.848945148,0.052320675,0,0,20,0.25,0,0,0,0,0,0,0,0,0,0.202531646,0,0,0,0.202531646,0,1,2.983153491,7.077498054,2.995732274
23728998,White,Inst-1,28,Male,Social,Wild,1.111111111,None,Sunny,S,Indoor,No,yes,1.703996659,7,0,0,1189,284,624,0,16,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,7,9,11,1189,1189,19.81666667,0,0,1,0.238856182,0.524810765,0.013456686,0,0,20,0.45,0,0,0,0,0,0,0,0,0,0.302775442,0.151387721,0.100925147,0,0.353238015,0,1,2.986523334,7.080867897,2.995732274
14662471,White,Inst-30,27,Female,Social,Captive,7.222222222,None,Overcast,L,Outdoor,No,no,1.473903242,7,0,0,1176,125,356,0,45,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,13,7,1176,1176,19.6,0,0,1,0.106292517,0.302721088,0.038265306,0,0,20,0.65,0,0,0,0,0,0,0,0,0,0.102040816,0.102040816,0.102040816,0,0.153061224,0,1,2.975529566,7.069874128,2.995732274
14662501,White,Inst-22,27,Female,Social,Wild,15,None,Overcast,M,Indoor,No,yes,1.318613142,6,0,0,1195,127,270,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,7,13,1195,1195,19.91666667,0,0,1,0.106276151,0.225941423,0.00251046,0,0,20,0.35,0,0,0,0,0,0,0,0,0,0.050209205,0,0.150627615,0,0.20083682,0,1,2.991556902,7.085901464,2.995732274
19230309,White,Inst-39,6,Male,Individual,Captive,14.44444444,Light rain,Overcast,L,Outdoor,No,yes,1.556921521,7,0,17,1140,256,901,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,2,18,1157,1157,19.28333333,0,0.014693172,0.985306828,0.221261884,0.778738116,0.006914434,0,0,20,0.1,0,0,0,0,0,0,0,0,0,0.311149525,0,0.051858254,0,0.414866033,0,1,2.959241165,7.053585727,2.995732274
19073289,White,Inst-43,20,Male,Social,Captive,22.22222222,Fog,Overcast,S,Indoor,No,no,1.481552383,7,0,0,1189,429,760,0,64,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,1,4,15,1189,1189,19.81666667,0,0,1,0.360807401,0.639192599,0.053826745,0,0,19,0.210526316,0,0,0,0,0,0,0,0,0.050462574,0.151387721,0.050462574,0.100925147,0,0.050462574,0,1,2.986523334,7.080867897,2.944438979
14662513,White,Inst-10,29,Female,Social,Wild,21.11111111,None,Overcast,S,Outdoor,No,yes,1.292853821,7,0,25,1168,123,1070,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,19,1,1193,1193,19.88333333,0,0.020955574,0.979044426,0.103101425,0.896898575,0.001676446,0,0,20,0.95,0,0,0,0,0,0,0,0,0,0.201173512,0,0.050293378,0,0.050293378,0,1,2.98988186,7.084226422,2.995732274
14662231,Black,Inst-8,32,Male,Individual,Captive,23.88888889,None,Sunny,M,Indoor,No,yes,1.451918205,7,0,109,1079,131,1057,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,20,1188,1188,19.8,0,0.091750842,0.908249158,0.11026936,0.88973064,0.005050505,0,0,20,0,0.151515152,0,0,0,0,0,0,0,0,0,0,0.101010101,0,0.101010101,0,1,2.985681938,7.0800265,2.995732274
22939850,Black,Inst-51,4,Female,Individual,Captive,16.66666667,Light rain,Overcast,M,Indoor,No,yes,2.050878626,10,0,635,535,453,717,0,9,12,0,0,1,0,0,0,0,0,0,0,4,14,5,0,13,8,12,1182,1182,19.7,0,0.537225042,0.452622673,0.383248731,0.606598985,0.007614213,0,0.010152284,20,0.4,0,0.050761421,0,0,0,0,0,0,0,0.710659898,0.203045685,0.253807107,0,0.659898477,0.609137056,1,2.980618636,7.074963198,2.995732274
14662498,White,Inst-45,26,Male,Social,Wild,15.55555556,None,Sunny,M,Outdoor,No,yes,1.214445733,5,0,0,1179,648,531,0,309,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,15,1179,1179,19.65,0,0,1,0.549618321,0.450381679,0.262086514,0,0,18,0.166666667,0,0,0,0,0,0,0,0,0,0.050890585,0,0.050890585,0,0,0,1,2.978077338,7.072421901,2.890371758
14662348,Black,Inst-40,14,Male,Individual,Captive,22.77777778,Light rain,Overcast,L,Outdoor,No,yes,1.727563281,9,0,157,1019,854,104,19,4,0,0,0,0,0,0,0,0,0,0,7,2,3,4,0,3,8,12,1195,1195,19.91666667,0,0.131380753,0.852719665,0.714644351,0.087029289,0.00334728,0.015899582,0,20,0.4,0,0,0,0,0,0,0,0,0.351464435,0.150627615,0.10041841,0.20083682,0,0.150627615,0,1,2.991556902,7.085901464,2.995732274
22201325,White,Inst-47,7,Female,Social,Captive,30,None,Partly cloudy,S,Indoor,No,yes,1.497205243,7,0,82,1046,48,673,0,150,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,16,4,1128,1128,18.8,0,0.072695035,0.927304965,0.042553191,0.596631206,0.132978723,0,0,20,0.8,0,0,0,0,0,0,0,0,0,0.159574468,0.159574468,0,0,0.159574468,0,1,2.93385687,7.028201432,2.995732274
14662534,White,Inst-19,18,Male,Individual,Captive,21.11111111,None,Sunny,L,Outdoor,No,yes,1.740532427,10,16,114,1078,827,217,0,14,0,0,0,1,0,1,0,0,0,0,6,6,2,2,0,0,1,19,1192,1192,19.86666667,0.013422819,0.095637584,0.904362416,0.693791946,0.18204698,0.011744966,0,0,20,0.05,0,0.05033557,0,0,0.05033557,0,0,0,0.302013423,0.100671141,0.302013423,0.100671141,0,0,0,1,2.989043285,7.083387848,2.995732274
14662255,Black,Inst-16,29,Male,Individual,Captive,-1.666666667,None,Partly cloudy,L,Indoor,No,yes,1.5040561,7,0,1,1192,147,1046,0,15,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,10,18,1,1193,1193,19.88333333,0,0.000838223,0.999161777,0.123218776,0.876781224,0.012573345,0,0,19,0.947368421,0,0,0,0,0,0,0,0.100586756,0,0.402347024,0.050293378,0,0,0.50293378,0,1,2.98988186,7.084226422,2.944438979
19990820,Black,Inst-24,11,Male,Individual,Captive,-0.555555556,None,Sunny,M,Indoor,No,yes,1.913290817,9,0,72,663,363,372,453,5,0,0,0,0,0,0,0,0,0,0,7,1,1,2,0,4,18,2,1188,1188,19.8,0,0.060606061,0.558080808,0.305555556,0.313131313,0.004208754,0.381313131,0,20,0.9,0,0,0,0,0,0,0,0,0.353535354,0.050505051,0.050505051,0.101010101,0,0.202020202,0,1,2.985681938,7.0800265,2.995732274
24428382,White,Inst-53,13,Female,Social,Captive,0.555555556,Light snow,Overcast,M,Indoor,No,yes,1.974922273,11,386,584,582,243,38,24,5,0,0,0,0,0,24,0,3,0,0,0,0,5,2,0,4,1,18,1190,1190,19.83333333,0.324369748,0.490756303,0.48907563,0.204201681,0.031932773,0.004201681,0.020168067,0,19,0.052631579,0,0,0,0,1.210084034,0.151260504,0,0,0,0.25210084,0,0.100840336,0,0.201680672,0,1,2.987364024,7.081708586,2.944438979
19317336,Black,Inst-12,21,Male,Individual,Captive,13.88888889,None,Sunny,L,Outdoor,No,no,1.863621507,8,0,145,1041,534,644,0,184,0,0,0,0,0,0,0,0,0,0,2,2,12,3,0,15,11,9,1186,1186,19.76666667,0,0.122259696,0.877740304,0.450252951,0.543001686,0.155143339,0,0,20,0.55,0,0,0,0,0,0,0,0,0.101180438,0.607082631,0.101180438,0.151770658,0,0.758853288,0,1,2.983997017,7.07834158,2.995732274
23577495,White,Inst-57,43,Female,Social,Captive,-3.333333333,None,Overcast,M,Indoor,No,no,1.427476367,7,0,0,1190,182,990,0,49,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,14,6,1190,1190,19.83333333,0,0,1,0.152941176,0.831932773,0.041176471,0,0,20,0.7,0,0,0,0,0,0,0,0,0,0.050420168,0.050420168,0.050420168,0,0.403361345,0,1,2.987364024,7.081708586,2.995732274
24212772,White,Inst-54,17,Male,Social,Wild,26.66666667,None,Partly cloudy,M,Outdoor,No,yes,1.709957949,7,0,0,1185,571,614,0,17,0,0,0,0,0,0,0,0,0,3,6,7,2,3,0,4,5,15,1185,1185,19.75,0,0,1,0.48185654,0.51814346,0.014345992,0,0,20,0.25,0,0,0,0,0,0,0,0.151898734,0.303797468,0.101265823,0.35443038,0.151898734,0,0.202531646,0,1,2.983153491,7.077498054,2.995732274
14662654,White,Inst-22,34,Male,Social,Captive,15.55555556,None,Overcast,M,Indoor,No,yes,1.56519507,10,10,10,1184,193,125,0,39,0,0,0,0,0,1,0,0,0,0,0,4,1,3,0,2,3,16,1194,1194,19.9,0.008375209,0.008375209,0.991624791,0.161641541,0.104690117,0.032663317,0,0,19,0.157894737,0,0,0,0,0.050251256,0,0,0,0,0.050251256,0.201005025,0.150753769,0,0.100502513,0,1,2.990719732,7.085064294,2.944438979
22187249,White,Inst-1,27,Female,Social,Wild,-1.666666667,None,Sunny,S,Indoor,No,yes,2.236335309,12,0,860,82,465,477,0,16,0,239,1,0,0,7,0,4,0,0,1,5,6,3,1,3,5,15,942,942,15.7,0,0.912951168,0.087048832,0.493630573,0.506369427,0.016985138,0,0,20,0.25,0.063694268,0,0,0,0.445859873,0.25477707,0,0,0.063694268,0.382165605,0.318471338,0.191082803,0.063694268,0.191082803,0,1,2.753660712,6.848005275,2.995732274
22201313,White,Inst-47,32,Male,Social,Captive,30,None,Overcast,M,Outdoor,No,yes,1.863774071,9,21,386,799,315,729,0,4,0,0,0,0,0,3,0,0,0,3,1,5,1,0,0,2,17,3,1185,1185,19.75,0.017721519,0.325738397,0.674261603,0.265822785,0.615189873,0.003375527,0,0,20,0.85,0,0,0,0,0.151898734,0,0,0.151898734,0.050632911,0.050632911,0.253164557,0,0,0.101265823,0,1,2.983153491,7.077498054,2.995732274
19030337,White,Inst-17,21,Male,Social,Captive,18.33333333,None,Overcast,L,Indoor,No,yes,1.427807542,7,0,0,1181,238,866,0,7,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,3,3,17,1181,1181,19.68333333,0,0,1,0.201524132,0.733276884,0.00592718,0,0,20,0.15,0,0,0,0,0,0,0,0,0.152413209,0.050804403,0.101608806,0.050804403,0,0.152413209,0,1,2.979772254,7.074116816,2.995732274
14662507,White,Inst-10,28,Male,Social,Wild,19.44444444,Light rain,Overcast,S,Outdoor,No,yes,1.425795806,7,0,63,1129,299,893,0,604,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,4,16,1192,1192,19.86666667,0,0.052852349,0.947147651,0.250838926,0.749161074,0.506711409,0,0,20,0.2,0,0,0,0,0,0,0,0,0.100671141,0.100671141,0,0.05033557,0,0.100671141,0,1,2.989043285,7.083387848,2.995732274
14662477,White,Inst-20,25,Male,Social,Captive,17.22222222,Light rain,Overcast,S,Outdoor,No,yes,1.019189204,5,0,9,859,102,766,0,1198,0,324,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,20,868,868,14.46666667,0,0.010368664,0.989631336,0.117511521,0.882488479,1.380184332,0,0,20,0,0,0,0,0,0,0,0,0,0.138248848,0,0.069124424,0,0,0,0,0,2.671847152,6.766191715,2.995732274
24428157,Black,Inst-41,22,Female,Social,Captive,17.22222222,None,Sunny,M,Indoor,No,yes,1.495261953,8,0,4,1189,96,1097,0,79,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,5,17,2,1193,1193,19.88333333,0,0.003352892,0.996647108,0.080469405,0.919530595,0.066219614,0,0,19,0.894736842,0,0,0,0,0,0,0,0,0,0.25146689,0.100586756,0.050293378,0,0.25146689,0,1,2.98988186,7.084226422,2.944438979
24428361,White,Inst-53,16,Male,Social,Captive,0.555555556,Light snow,Overcast,M,Indoor,No,yes,1.743947192,9,116,195,986,138,160,0,20,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,3,8,12,1181,1181,19.68333333,0.098221846,0.16511431,0.83488569,0.116850127,0.135478408,0.016934801,0,0,20,0.4,0.050804403,0,0,0,0,0,0,0,0,0.152413209,0,0.050804403,0,0.152413209,0,1,2.979772254,7.074116816,2.995732274
24428166,White,Inst-44,19,Male,Individual,Captive,3.333333333,None,Overcast,M,Indoor,No,yes,1.67360422,7,0,3,1180,550,633,0,19,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,9,10,8,1183,1183,19.71666667,0,0.002535926,0.997464074,0.464919696,0.535080304,0.016060862,0,0,18,0.555555556,0,0,0,0,0,0,0,0,0.405748098,0.405748098,0,0.152155537,0,0.45646661,0,1,2.981464302,7.075808864,2.890371758
19030328,Black,Inst-6,5,Female,Social,Captive,18.33333333,None,Sunny,S,Indoor,No,no,2.351925269,14,155,504,340,489,187,354,4,0,0,2,3,0,0,2,0,1,3,0,1,1,5,0,14,11,9,1198,1198,19.96666667,0.129382304,0.420701169,0.283806344,0.408180301,0.156093489,0.003338898,0.295492487,0,20,0.55,0.100166945,0.150250417,0,0.100166945,0,0,0.050083472,0.150250417,0,0.050083472,0.050083472,0.250417362,0,0.701168614,0,1,2.994064216,7.088408779,2.995732274
14662345,Black,Inst-25,18,Male,Individual,Captive,-10,None,Sunny,M,Indoor,No,yes,1.754559815,8,0,0,562,512,50,630,5,0,0,0,0,0,0,0,0,0,1,5,1,1,5,0,3,9,10,1192,1192,19.86666667,0,0,0.47147651,0.429530201,0.041946309,0.004194631,0.52852349,0,19,0.473684211,0,0,0,0,0,0,0,0.05033557,0.251677852,0.05033557,0.05033557,0.251677852,0,0.151006711,0,1,2.989043285,7.083387848,2.944438979
23031911,White,Inst-7,22,Female,Social,Captive,28.33333333,None,Sunny,M,Indoor,No,yes,0.823977652,4,0,46,1148,24,1170,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1194,1194,19.9,0,0.038525963,0.961474037,0.020100503,0.979899497,0.005025126,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.990719732,7.085064294,2.995732274
19990823,Black,Inst-24,31,Male,Individual,Captive,0.555555556,None,Sunny,M,Indoor,No,yes,1.8212767,9,0,202,961,292,803,0,4,0,0,4,0,0,0,0,0,0,0,3,1,1,4,0,2,2,18,1163,1163,19.38333333,0,0.173688736,0.826311264,0.251074807,0.690455718,0.003439381,0,0,20,0.1,0.206362855,0,0,0,0,0,0,0,0.154772141,0.051590714,0.051590714,0.206362855,0,0.103181427,0,1,2.96441359,7.058758153,2.995732274
22201316,White,Inst-47,7,Female,Social,Captive,30,None,Partly cloudy,S,Outdoor,No,yes,1.995624651,10,82,637,549,531,460,0,4,0,0,0,0,0,25,0,3,0,1,0,1,5,0,0,17,14,6,1186,1186,19.76666667,0.069139966,0.537099494,0.462900506,0.44772344,0.387858347,0.003372681,0,0,20,0.7,0,0,0,0,1.264755481,0.151770658,0,0.050590219,0,0.252951096,0.050590219,0,0,0.860033727,0,1,2.983997017,7.07834158,2.995732274
17335124,White,Inst-43,6,Female,Social,Captive,21.11111111,None,Overcast,L,Indoor,No,yes,2.129476979,11,0,82,1108,650,537,0,11,0,0,3,0,0,0,0,2,0,0,0,6,7,6,1,6,2,18,1190,1190,19.83333333,0,0.068907563,0.931092437,0.546218487,0.451260504,0.009243697,0,0,20,0.1,0.151260504,0,0,0,0,0.100840336,0,0,0,0.352941176,0.302521008,0.302521008,0.050420168,0.302521008,0,1,2.987364024,7.081708586,2.995732274
14662537,White,Inst-52,18,Female,Social,Captive,16.11111111,None,Sunny,L,Outdoor,No,yes,1.900849374,10,15,464,703,300,852,0,6,0,0,0,0,0,2,0,0,0,0,0,4,1,1,0,3,7,13,1167,1167,19.45,0.01285347,0.397600686,0.602399314,0.257069409,0.730077121,0.005141388,0,0,20,0.35,0,0,0,0,0.102827763,0,0,0,0,0.051413882,0.205655527,0.051413882,0,0.154241645,0,1,2.96784707,7.062191632,2.995732274
14662585,White,Inst-54,10,Female,Social,Captive,25,None,Partly cloudy,M,Outdoor,Yes,no,1.737871272,8,0,52,1134,243,943,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,8,12,1186,1186,19.76666667,0,0.043844857,0.956155143,0.204890388,0.795109612,0.006745363,0,0,20,0.4,0,0,0,0,0,0,0,0,0,0.202360877,0.202360877,0.202360877,0,0.202360877,0,1,2.983997017,7.07834158,2.995732274
24428367,White,Inst-53,12,Female,Social,Captive,0.555555556,Light snow,Overcast,M,Indoor,No,yes,2.215485502,12,487,586,427,347,166,174,4,0,0,0,0,0,6,0,1,0,0,0,1,17,3,0,14,7,12,1187,1187,19.78333333,0.410278012,0.49368155,0.359730413,0.292333614,0.139848357,0.00336984,0.146588037,0,19,0.368421053,0,0,0,0,0.303285594,0.050547599,0,0,0,0.859309183,0.050547599,0.151642797,0,0.707666386,0,1,2.984839832,7.079184395,2.944438979
14662351,Black,Inst-14,12,Female,Individual,Captive,26.66666667,None,Sunny,M,Outdoor,Yes,yes,2.078872004,11,2,647,30,429,246,408,19,0,107,1,0,0,0,0,0,0,0,0,3,10,7,0,3,6,14,1085,1085,18.08333333,0.001843318,0.596313364,0.02764977,0.395391705,0.226728111,0.017511521,0.376036866,0,20,0.3,0.055299539,0,0,0,0,0,0,0,0,0.552995392,0.165898618,0.387096774,0,0.165898618,0,1,2.894990704,6.989335266,2.995732274
19990817,Black,Inst-24,15,Female,Individual,Captive,-0.555555556,None,Sunny,M,Indoor,No,yes,1.313019118,7,0,83,1114,55,1142,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,11,9,1197,1197,19.95,0,0.069340017,0.930659983,0.045948204,0.954051796,0.004177109,0,0,20,0.55,0,0,0,0,0,0,0,0,0,0.100250627,0,0.050125313,0,0.15037594,0,1,2.993229143,7.087573706,2.995732274
